FI|SCH|ID|AU|FAU|AF1|AF2|AF3|CI|PAF|CN|AUID
LIL|rhs|lil-629045|Garrido García, Rolando José||Policlínico Angel Arturo Aballí|||Ciudad de La Habana|CU||
LIL|rhs|lil-629045|Reyes Sigarreta, Migdalia Rafaela||FCM Dr. Salvador Allende||||||
LIL|rhs|lil-629045|Cordero Rivera, Vladimir||Hospital Hermanos Ameijeiras||||||
LIL|rhs|lil-629045|Rodríguez Miranda, Esvaldo||Policlínico Angel Arturo Aballí|||Ciudad de La Habana|CU||
LIL|rhs|lil-629048|Barreiro Ramos, Héctor||ISCM-H|||Ciudad de La Habana|CU||
LIL|rhs|lil-629048|Barreiro Peñaranda, Adriana||FCM Manuel Fajardo||||||
LIL|rhs|lil-629048|Betancourt Arias, María Josefa||Policlínico Boyeros||||||
LIL|rhs|lil-629048|Peralta Godínez, Edelmira||FCM enrique Cabrera||||||
LIL|rhs|lil-629062|Ramos Rodríguez, Ana Oliva||Policlínico Docente Camilo Cienfuegos|||San Cristóbal|CU||
LIL|rhs|lil-629117|Rojas Álvarez, Eduardo||Facultad Cubana de Oftalmología.|||Ciudad de La Habana|CU||
LIL|rhs|lil-629168|Quintana García, Nelia María||Facultad de Ciencias Médicas Dr. Raúl Dorticós Torrado|||Cienfuegos|CU||
LIL|rhs|lil-629168|González Ríos, Tatiana||s.af||||||
LIL|rhs|lil-629168|Del Sol Bonet, Mercedes||s.af||||||
LIL|rhs|lil-629196|Anon||||||||
LIL|rhs|lil-629746|García Carmenate, Mayra||Instituto Superior de Ciencias Médicas de La Habana (ISCM-H)|Facultad de Ciencias Médicas Manuel Fajardo|Policlínico universitario 19 de Abril. Plaza de la Revolución||||
LIL|rhs|lil-629746|Díaz-Perera Fernández, Georgia||Instituto Superior de Ciencias Médicas de La Habana (ISCM-H)|Facultad de Ciencias Médicas Manuel Fajardo|Policlínico universitario 19 de Abril. Plaza de la Revolución||||
LIL|rhs|lil-629804|Lescaille Taquechel, Marlina||Instituto Superior de Ciencias Médicas de la Habana. (ISCM-H)|Facultad de Ciencias Médicas General Calixto García Iñiguez|||||
LIL|rhs|lil-629812|Suárez Bergado, Roberto||Hospital Militar Central Dr. Carlos J. Finlay||||||
LIL|rhs|lil-629812|Blanco Aspiazú, Miguel Angel||Hospital Militar Central Dr. Carlos J. Finlay||||||
LIL|rhs|lil-629812|Morales González, Héctor Andrés||Hospital Militar Central Dr. Carlos J. Finlay||||||
LIL|rhs|lil-629869|Aguirre Raya, Dalila||Universidad de Ciencias Médicas de La Habana (UCMH)|Facultad de Enfermería Lidia Doce|||||
LIL|rhs|lil-629869|García Fuentes, Margarita||Universidad de Ciencias Médicas de La Habana (UCMH)|Facultad de Enfermería Lidia Doce|||||
LIL|rhs|lil-630111|Saliba Garbin, Cléa Adas||Universidad Estadual Paulista -UNESP|Facultad de Odontología|||BR||
LIL|rhs|lil-630111|Isper Garbin, Artênio José||Universidad Estadual Paulista -UNESP|Facultad de Odontología|||BR||
LIL|rhs|lil-630111|da Graça Fagundes, Ana Carolina||Universidad Estadual Paulista -UNESP|Facultad de Odontología|||BR||
LIL|rhs|lil-630111|Reis dos Santos, Renata||Universidad Estadual Paulista -UNESP|Facultad de Odontología|||BR||
LIL|rhs|lil-630111|Gonçalves, Patrícia Elaine||Universidad Estadual Paulista -UNESP|Facultad de Odontología|||BR||
LIL|rhs|lil-630557|Guarapo Rodríguez, Cutberto||s.af||||||
LIL|rhs|lil-631435|Zighelboim, Itic||Sociedad de Obstetricia y Ginecología de Venezuela|||Caracas|VE||
LIL|rhs|lil-631555|Esqueda, Clara||Universidad Central de Venezuela|Facultad de Medicina|Cátedra de Enfermería Médica|Caracas|VE||
LIL|rhs|lil-631555|Simonovis, Nelson||Universidad Central de Venezuela|Facultad de Medicina|Catedra de Clinica Medica y Terapeutica|Caracas|VE||
LIL|rhs|lil-631744|Ramírez S, Manuel S||Hospital Universitario de Pediatría Dr Agustin Zubillaga|Centro Toxicológico Regional Centroccidental Dra Elba Luz Bermúdez|||||
LIL|rhs|lil-631744|Mujica, Yovanny A||Hospital Universitario de Pediatría Dr Agustin Zubillaga|Centro Toxicológico Regional Centroccidental Dra Elba Luz Bermúdez|||||
LIL|rhs|lil-631744|Pascuzzo L, Carmine||Unidad de Investigaciones Bioquímicas Dr José Antonio Moreno Yánez.||||||
LIL|rhs|lil-631744|Montesinos, Claudia||Unidad de Investigaciones Bioquímicas Dr José Antonio Moreno Yánez.||||||
LIL|rhs|lil-631949|Sánchez Reyes, Elvira||s.af||||||
LIL|rhs|lil-631949|Pinal Moreno, Ernestina||s.af||||||
LIL|rhs|lil-631949|Ortega Vargas, María Carolina||s.af||||||
LIL|rhs|lil-632148|de Micheli-Serra, Alfredo||s.af||||||
LIL|rhs|lil-632194|Sotelo, Julio||Instituto Nacional de Neurología|||México|MX||
LIL|rhs|lil-632282|Sánchez-Jiménez, Bernarda||Instituto Nacional de Perinatología|Subdirección de Investigación en Salud Pública||México, D.F.|MX||
LIL|rhs|lil-632282|Hernández-Trejo, María||s.af||||||
LIL|rhs|lil-632292|Mendoza -Flores, María Eugenia||INPerIER|Subdirección de Investigación en Salud Pública|Departamento de Investigación Psico-Social|México|MX||
LIL|rhs|lil-632292|de Jesús-Corona, Yesica||Universidad Autónoma Metropolitana|Unidad Xochimilco|||||
LIL|rhs|lil-632292|García-Urbina, Maricruz||s.af||||||
LIL|rhs|lil-632292|Martínez-Hernández, Gabriela||s.af||||||
LIL|rhs|lil-632292|Sánchez-Vera, Raquel||s.af||||||
LIL|rhs|lil-632292|Reyes-Zapata, Hilda||INPerIER|Departamento de Enseñanza|||||
LIL|rhs|lil-632530|ARENAS MONREAL, LUZ||Instituto Nacional de Salud Pública|Centro de Investigaciones en Sistemas de Salud Pública|||||
LIL|rhs|lil-632530|HERNÁNDEZ TEZOQUIPA, ISABEL||Instituto Nacional de Salud Pública|Centro de Investigaciones en Sistemas de Salud Pública|||||
LIL|rhs|lil-632530|JASSO VICTORIA, ROGELIO||Instituto Nacional de Enfermedades Respiratorias|Unidad de Investigación||México|MX||
LIL|rhs|lil-632530|MARTÍNEZ, PATRICIA CATALINA||Universidad de Guanajuato|Facultad de Enfermería y Obstetricia|||||
LIL|rhs|lil-632530|MENJIVAR RUBIO, ANDRÉS||s.af||||||
LIL|rhs|lil-632537|Cano Valle, Fernando||INER||||||
LIL|rhs|lil-632593|Cano Valle, Fernando||INER Ismael Costa Villegas||||||
LIL|rhs|lil-632655|Pereda-Torales, Luis||Instituto Mexicano del Seguro Social, Cardel, Veracruz, México|Hospital General de Zona con Medicina Familiar 36|Coordinación de Educación e Investigación en Salud|Veracruz|MX||
LIL|rhs|lil-632655|Márquez Celedonio, Félix Guillermo||Instituto Mexicano del Seguro Social, Cardel, Veracruz, México|Unidad de Medicina Familiar 61|Coordinación de Educación e Investigación en Salud|Veracruz|MX||
LIL|rhs|lil-632655|Hoyos Vásquez, María Teresa||Instituto Mexicano del Seguro Social, Cardel, Veracruz, México|Hospital General de Zona con Medicina Familiar 36||Veracruz|MX||
LIL|rhs|lil-632655|Yánez Zamora, Marco Ismael||Instituto Mexicano del Seguro Social, Cardel, Veracruz, México|Hospital General de Zona con Medicina Familiar 36||Veracruz|MX||
LIL|rhs|lil-633434|Popp, Maricel Soledad||s.af||||||
LIL|rhs|lil-633861|Finkielman, Samuel||s.af||||||
LIL|rhs|lil-633930|Mauro, Víctor||Sociedad Argentina de Cardiología||||||
LIL|rhs|lil-633940|Doval, Hernán C.||s.af||||||
LIL|rhs|lil-633992|Mele, Eduardo||Sociedad Argentina de Cardiología||||||
LIL|rhs|lil-634028|Calderón, José G. E.||Sociedad Argentina de Cardiología|Área de Investigación|||||
LIL|rhs|lil-634028|Borracci, Raúl A.||Sociedad Argentina de Cardiología|Área de Investigación|||||
LIL|rhs|lil-634028|Angel, Adriana||Sociedad Argentina de Cardiología|Área de Investigación|||||
LIL|rhs|lil-634028|Sokn, Fernando||Sociedad Argentina de Cardiología|Área de Investigación|||||
LIL|rhs|lil-634028|Agüero, Roberto||Sociedad Argentina de Cardiología|Área de Investigación|||||
LIL|rhs|lil-634028|Manrique, Jorge L.||Sociedad Argentina de Cardiología|Área de Investigación|||||
LIL|rhs|lil-634028|Cariello, Alberto||Sociedad Argentina de Cardiología|Área de Investigación|||||
LIL|rhs|lil-634028|Hansen, Martín||Sociedad Argentina de Cardiología|Área de Investigación|||||
LIL|rhs|lil-635355|Pinilla, Análida Elizabeth||Universidad Nacional de Colombia|||Bogotá, D.C|CO||
LIL|rhs|lil-635369|Moreno-Fergusson, María Elisa||s.af||||||
LIL|rhs|lil-635372|Ferreira, Tânia S||UNIPLI||||||
LIL|rhs|lil-635372|de Souza-Braga, André Luiz||MFE da Escola de Enfermagem Aurora de Afonso Costa -EEA-AC/UFF||||||
LIL|rhs|lil-635372|Cavalcanti-Valente, Geilsa Soraia||MFE da Escola de Enfermagem Aurora de Afonso Costa -EEA-AC/UFF||||||
LIL|rhs|lil-635372|Ferreira de Souza, Deise||MFE da Escola de Enfermagem Aurora de Afonso Costa -EEA-AC/UFF||||||
LIL|rhs|lil-635372|Moreira Carvalho-Alves, Enilda||MFE da Escola de Enfermagem Aurora de Afonso Costa -EEA-AC/UFF||||||
LIL|rhs|lil-635377|Moreno Fergusson, María Elisa||Universidad de La Sabana|Facultad de Enfermería y Rehabilitación||Chía|CO||
LIL|rhs|lil-635378|Siles, José||Universidad de Alicante|Departamento de Enfermería||Alicante|ES||
LIL|rhs|lil-635378|olano Ruíz, María del Carmen||Universidad de Alicante|Departamento de EnfermeríaS||Alicante|ES||
LIL|rhs|lil-635378|Fernández de Freitas, Genival||Universidad de São Paulo|Escuela de Enfermería||Sao Paulo|BR||
LIL|rhs|lil-635378|Oguisso, Taka||Universidad de São Paulo|Escuela de Enfermería||Sao Paulo|BR||
LIL|rhs|lil-635385|Robayo-Cruz, Elsa Cristina||Universidad de La Sabana|Editorial de Revistas Científicas|||||
LIL|rhs|lil-635389|da Silveira Neves de Oliveira, Fernanda Maria do Carmo||Instituto Fernandes Figueira|Unidade de Terapia Intensiva Pediátrica|||BR||
LIL|rhs|lil-635389|Cunha Ferreira, Emiliane||Universidade Federal do Rio de Janeiro|Instituto de Psiquiatria|Gerência de Enfermagem e precetora||BR||
LIL|rhs|lil-635389|Rufino, Neide Angelica||Universidade Federal do Rio de Janeiro|Instituto de Psiquiatria|Programa de Resíduos||BR||
LIL|rhs|lil-635389|Simeão dos Santos, Maria da Soledade||Universidade Federal do Rio de Janeiro|Escola de Enfermagem Anna Nery|||BR||
LIL|rhs|lil-635393|Moreno-Fergusson, María Elisa||s.af||||||
LIL|rhs|lil-635394|Rojas, Juan Guillermo||Universidad de Antioquia|Facultad de Enfermería||Medellín|CO||
LIL|rhs|lil-635394|Henao-Murillo, Natalia Andrea||Valle de San Nicolás|Enfermería UCI||Rionegro|CO||
LIL|rhs|lil-635394|Quirós-Jaramillo, Alexandra||Clínica Universitaria Bolivariana|UCIN||Medellín|CO||
LIL|rhs|lil-635397|Romero-Massa, Elizabeth||Universidad de Cartagena|||Cartagena|CO||
LIL|rhs|lil-635397|Lorduy-Bolívar, Johana Patricia||Universidad de Cartagena|||Cartagena|CO||
LIL|rhs|lil-635397|Pájaro-Melgar, Carmen||Universidad de Cartagena|||Cartagena|CO||
LIL|rhs|lil-635397|Pérez-Duque, Carolina Andrea||Universidad de Cartagena|||Cartagena|CO||
LIL|rhs|lil-635400|Gennaro, Susan||Boston College||||||
LIL|rhs|lil-635400|Fehder, William||Boston College||||||
LIL|rhs|lil-635405|Latrach-Ammar, Cecilia||Universidad Mayor||||CL||
LIL|rhs|lil-635405|Febré, Naldy||Universidad Mayor||||CL||
LIL|rhs|lil-635405|Demandes, Ingrid||Universidad Mayor||||CL||
LIL|rhs|lil-635405|Araneda, Julieta||Universidad Mayor||||CL||
LIL|rhs|lil-635405|González, Irene||Universidad Mayor||||CL||
LIL|rhs|lil-635406|Gómez-Torres, Danelia||Universidad Autónoma del Estado de México||||||
LIL|rhs|lil-635406|Ángeles-Ávila, Gloria||Universidad Autónoma del Estado de México||||||
LIL|rhs|lil-635406|Martínez-Garduño, María Dolores||Universidad Autónoma del Estado de México||||||
LIL|rhs|lil-635407|Soto Lesmes, Virginia Inés||Universidad Nacional de Colombia|||Bogotá|CO||
LIL|rhs|lil-635409|Waterkemper, Roberta||Universidade Federal de Santa Catarina|||Florianópolis|BR||
LIL|rhs|lil-635409|do Prado, Marta Lenise||Universidade Federal de Santa Catarina|Programa de Pósgraduação do Departamento de em Enfermagem||Florianópolis|BR||
LIL|rhs|lil-635413|Uribe, Ana Fernanda||Universidad Pontificia Bolivariana, Bucaramanga|||Bucaramanga|CO||
LIL|rhs|lil-635413|Orcasita, Linda Teresa||Pontificia Universidad Javeriana de Cali|||Cali|CO||
LIL|rhs|lil-635414|Díaz Heredia, Luz Patricia||Universidad Nacional de Colombia|Facultad de Enfermería||Bogotá|CO||
LIL|rhs|lil-635414|Bueno Robles, Luz Stella||Universidad Nacional de Colombia|Facultad de Enfermería||Bogotá|CO||
LIL|rhs|lil-635414|Mejía Rojas, María Elena||Universidad Nacional de Colombia|Facultad de Enfermería||Cali|CO||
LIL|rhs|lil-635414|López, Lucero||Universidad Nacional de Colombia|Facultad de Enfermería||Bogotá|CO||
LIL|rhs|lil-635417|Castro Becerra, Ricardo Alfonso||Clínica Universitaria de la Sabana|||Bogotá|CO||
LIL|rhs|lil-635417|Rübiano Mesa, Yürian Lida||Universidad Nacional de Colombia|Facultad de Enfermería|||||
LIL|rhs|lil-635418|García Ubaque, Juan Carlos||Universidad Nacional de Colombia|Facultad de Enfermería||Bogotá|CO||
LIL|rhs|lil-635418|Beltrán Lizarazo, Alejandra Husley||Hospital Universitario San Ignacio|||Bogotá|CO||
LIL|rhs|lil-635418|Daza López, Magda Liliana||Fundación Clínica Shaio|||Bogotá|CO||
LIL|rhs|lil-635420|Salcedo-Barrientos, DM||Universidade de São Paulo|||São Paulo|BR||
LIL|rhs|lil-635420|Gonçalves, L||UBS Comercial|||São Paulo|BR||
LIL|rhs|lil-635420|Oliveira Junior, M||Programa de Saúde da Família|||São Paulo|BR||
LIL|rhs|lil-635420|Egry, EY||Universidade de São Paulo|||São Paulo|BR||
LIL|rhs|lil-635422|Anon||||||||
LIL|rhs|lil-635655|Álvarez, Carlos Arturo||Colsanitas S.A.|Departamento de Enfermedades Infecciosas|||||
LIL|rhs|lil-635655|Cortés, Jorge Alberto||Universidad Nacional de Colombia|Departamento Departamento de Medicina|||||
LIL|rhs|lil-635655|Gómez, Carlos Hernando||Hospital Universitario San Ignacio|Unidad de Infectología|||||
LIL|rhs|lil-635655|Fernández, Julián Alfredo||Universidad Nacional de Colombia|Facultad de Medicina|Grupo de Infecciones y Salud en el Trópico||||
LIL|rhs|lil-635655|Sossa, Mónica Patricia||Fundación Universitaria Sánitas||||||
LIL|rhs|lil-635655|Beltrán, Fabián||Fundación Universitaria Sánitas|Asociación Colombiana de Químicos Farmacéuticos Hospitalarios|||||
LIL|rhs|lil-635655|Izquierdo, Giovane Mendieta||Fundación Universitaria del área Andina||||||
LIL|rhs|lil-635655|Andrade, Franco Montufar||Asociación Colombiana de Neumología y Cirugía de Tórax|Hospital Pablo Tobón Uribe|||||
LIL|rhs|lil-635655|Ortiz, Guillermo||Universidad El Bosque|Medicina Interna y Neumología|||||
LIL|rhs|lil-635655|Padilla, Adriana||Hospital San José|Fundación Ciencias de la Salud|Asociación Colombiana de Terapia Intravascular||||
LIL|rhs|lil-635869|Pérez Hernández, Ruth||Universidad del Rosario|Facultad de Medicina|||||
LIL|rhs|lil-635869|Fajardo Hoyos, Adriana||Universidad del Rosario|Programa Académico de Campo en Educación|||||
LIL|rhs|lil-635869|Navarrete, Gladys||Universidad de San Buenaventura|Facultad de Psicología|||||
LIL|rhs|lil-635869|Avendaño, Carlos Alfonso||Universidad de San Buenaventura|Centro de Atención Psicológica|||||
LIL|rhs|lil-635872|Parra Beltrán, Leonardo||Centro de Estudios Médicos Interculturales (CEMI)||||||
LIL|rhs|lil-635872|Pacheco Castro, Ana María||Centro de Estudios Médicos Interculturales (CEMI)||||||
LIL|rhs|lil-635877|Lara Rodríguez, Gustavo||Universidad del Rosario|Facultad de Rehabilitación|||||
LIL|rhs|lil-635901|Rojas Martini, Maritza||Universidad de Carabobo|Centro de Investigaciones Toxicológicas||Valencia|VE||
LIL|rhs|lil-635901|Medina, Evelyn||Universidad de Carabobo|Centro de Investigaciones Toxicológicas||Valencia|VE||
LIL|rhs|lil-635901|Hernández, Aracelis||Universidad de Carabobo|Facultad de Ciencia y Tecnología|Departamento de Matemática|Valencia|VE||
LIL|rhs|lil-635901|Infante, Saba||Universidad de Carabobo|Facultad de Ciencia y Tecnología|Departamento de Matemática|Valencia|VE||
LIL|rhs|lil-635920|Durán Palomino, Diana||Universidad del Rosario|Especialización en Rehabilitación Cardiaca y Pulmonar|||||
LIL|rhs|lil-635920|Vargas Pinilla, Olga Cecilia||Universidad del Rosario|Especialización en Rehabilitación Cardiaca y Pulmonar|||||
LIL|rhs|lil-636364|Gómez-Restrepo, Carlos||Pontificia Universidad Javeriana|||Bogotá|CO||
LIL|rhs|lil-636364|Bohórquez Peñaranda, Adriana||Pontificia Universidad Javeriana|||Bogotá|CO||
LIL|rhs|lil-636364|Benavides, Mayumi Okuda||Pontificia Universidad Javeriana|||Bogotá|CO||
LIL|rhs|lil-636364|Gil Laverde, Jacky Fabian||Pontificia Universidad Javeriana|||Bogotá|CO||
LIL|rhs|lil-636364|Tamayo, Nathalie||Pontificia Universidad Javeriana|||Bogotá|CO||
LIL|rhs|lil-636364|Rey Sánchez, Diana||Pontificia Universidad Javeriana|||Bogotá|CO||
LIL|rhs|lil-636816|Sierra Merlano, Rita Magola||Universidad de Cartagena|Facultad de Medicina|||CO||
LIL|rhs|lil-636991|Martín Hernández, Ivonne||Instituto de Neurología y Neurocirugía|Departamento de Neurobiología|||CU||
LIL|rhs|lil-636991|Trujillo Matienzo, Clemente||Instituto de Neurología y Neurocirugía|Servicio de Neuropsicología|||CU||
LIL|rhs|lil-636997|Méndez Mariño, Ana||Facultad de Ciencias Médicas Dr. Salvador Allende|Filosofía||La Habana|CU||
LIL|rhs|lil-637270|Romero Massa, Elizabeth||Universidad de Cartagena||||||
LIL|rhs|lil-637270|Herrera Lian, Arleth||Universidad de Cartagena||||||
LIL|rhs|lil-637270|Flórez Torres, Inna Elida||Universidad de Cartagena||||||
LIL|rhs|lil-637270|Montalvo Prieto, Amparo||Universidad de Cartagena|Enfermera|||||
LIL|rhs|lil-637271|Olivella Fernandez, Madeleine Cecilia||Universidad del Tolima|Programa de Enfermería|||||
LIL|rhs|lil-637271|Bastidas Sanchez, Clara Victoria||Universidad del Tolima|Programa de Enfermería|||||
LIL|rhs|lil-637271|Castiblanco Amaya, Myriam Angelica||Universidad del Tolima|Programa de Enfermería|||||
LIL|rhs|lil-637285|Miller, Sylvia||California State University||||US||
LIL|rhs|lil-637285|Pinzón-Pérez, Helda||California State University||||||
LIL|rhs|lil-637531|Fuentes Bolaños, Carlos||Filólogo, UCR||||CR||
LIL|rhs|lil-638212|Hennington, Élida Azevedo||||||||
LIL|rhs|lil-638218|Brito, Jussara||||||||
LIL|rhs|lil-638218|Muniz, Hélder Pordeus||||||||
LIL|rhs|lil-638218|Santorum, Katia||||||||
LIL|rhs|lil-638218|Ramminger, Tatiana||||||||
LIL|rhs|lil-638219|Assunção, Ada Ávila||||||||
LIL|rhs|lil-638219|Jackson Filho, José Marçal||||||||
LIL|rhs|lil-638220|Silva-Roosli, Ana Cláudia Barbosa da||||||||
LIL|rhs|lil-638220|Athayde, Milton||||||||
LIL|rhs|lil-638226|Machado, Maria Helena||||||||
LIL|rhs|lil-638226|Koster, Isabella||||||||
LIL|rhs|lil-638342|Bohm, Verônica||Centro de Ensino Superior Cenecista de Farroupilha|Programa para Longevidade e Educação||Farroupilha|BR||
LIL|rhs|lil-638342|Carlos, Sergio Antonio||Universidade Federal do Rio Grande do Sul|Instituto de Psicologia|Programa de Pós-Graduação em Psicologia Social e Institucional|Porto Alegre|BR||
LIL|rhs|lil-638604|Jesus, Maria Cristina Pinto de||Universidade Federal de Juiz de Fora|||Juiz de Fora|BR||
LIL|rhs|lil-638604|Santos, Sueli Maria dos Reis||Universidade Federal de Juiz de Fora|||Juiz de Fora|BR||
LIL|rhs|lil-638604|Figueiredo, Mariangela Aparecida Gonçalves||Universidade Federal de Juiz de Fora|||Juiz de Fora|BR||
LIL|rhs|lil-638604|Gava, Grazielli Fabiana||s.af||||||
LIL|rhs|lil-638604|Pereira, Fernanda de Oliveira||s.af||||||
LIL|rhs|lil-638610|Oliveira, Paula Marciana Pinheiro de||s.af||||||
LIL|rhs|lil-638610|Mariano, Monaliza Ribeiro||s.af||||||
LIL|rhs|lil-638610|Rebouças, Cristiana Brasil de Almeida||s.af||||||
LIL|rhs|lil-638610|Pagliuca, Lorita Marlena Freitag||Universidade Federal do Ceará|Departamento de Enfermagem||Fortaleza|BR||
LIL|rhs|lil-638613|Conceição, Maria Rodrigues da||Universidade Federal do Ceará|||Fortaleza|BR||
LIL|rhs|lil-638613|Costa, Maria Suêuda||s.af||||||
LIL|rhs|lil-638613|Almeida, Maria Irismar de||Universidade Estadual do Ceará|||Fortaleza|BR||
LIL|rhs|lil-638613|Souza, Ângela Maria Alves e||Universidade Estadual do Ceará|||Fortaleza|BR||
LIL|rhs|lil-638613|Cavalcante, Maria Beatriz de Paula Tavares||s.af||||||
LIL|rhs|lil-638613|Alves, Maria Dalva Santos||Universidade Federal do Ceará|||Fortaleza|BR||
LIL|rhs|lil-638621|Silva, Kênia Lara||Universidade Federal de Minas Gerais|||Belo Horizonte|BR||
LIL|rhs|lil-638621|Sena, Roseni Rosângela||Universidade Federal de Minas Gerais|||Belo Horizonte|BR||
LIL|rhs|lil-638621|Silveira, Marília Rezende||Universidade Federal de Minas Gerais|||Belo Horizonte|BR||
LIL|rhs|lil-638621|Tavares, Tatiana Silva||Universidade Federal de Minas Gerais|||Belo Horizonte|BR||
LIL|rhs|lil-638621|Silva, Paloma Morais||Universidade Federal de Minas Gerais|||Belo Horizonte|BR||
LIL|rhs|lil-638911|Llapa-Rodríguez, Eliana Ofelia||Universidade Federal de Sergipe|Departamento de Enfermagem|||BR||
LIL|rhs|lil-638911|Carvalho, Ticiana Sirqueira||Universidade Federal de Sergipe|Departamento de Enfermagem|||BR||
LIL|rhs|lil-638911|Gois, Cristiane Franca Lisboa||Universidade Federal de Sergipe|Departamento de Enfermagem|||BR||
LIL|rhs|lil-638911|Guimarães, Alzira Maria d'Ávila Nery||Universidade Federal de Sergipe|Departamento de Enfermagem|||BR||
LIL|rhs|lil-638989|Burns, Jochen Gerstner||s.af||||||
LIL|rhs|lil-639007|Portocarreño Martínez, Julio||Centro de Gestión Hospitalaria||||CO||
LIL|rhs|lil-639196|Garmendia Lorena, Fausto||Programa Permanente de Capacitación para la Atención Integral de la Víctimas de la Violencia|||Lima|PE||
LIL|rhs|lil-639212|Acerbi Cremades, Norma||Universidad Nacional de Córdoba|Museo Histórico Hospital Nacional de Clínicas||Córdoba|AR||
LIL|rhs|lil-639310|Kunzler, Lia||Universidade de Brasília|Faculdade de Medicina||Brasília|BR||
LIL|rhs|lil-639310|Braga, Audrey Regina||Secretaria de Estado de Saúde do Distrito Federal|Hospital Regional da Asa Sul||Brasília|BR||
LIL|rhs|lil-639310|Martins, Silvia||Universidade de São Paulo|Faculdade de Medicina||São Paulo|BR||
LIL|rhs|lil-639345|Santos, Mauro Leonardo Salvador Caldeira dos||Universidade Federal Fluminense|Escola de Enfermagem Aurora de Afonso costa|Departamento de enfermagem médico-cirúrgico|Niterói|BR||
LIL|rhs|lil-639362|Silva, Lucirene Barbosa da||Universidade do Estado do Pará|Escola de Enfermagem Magalhães Barata||Belém|BR||
LIL|rhs|lil-639362|Martins, Gizele da Conceição Soares||Universidade Federal do Rio de Janeiro|Escola de Enfermagem Anna Nery||Rio de Janeiro|BR||
LIL|rhs|lil-639362|Peres, Maria Angélica de Almeida||Universidade Federal do Rio de Janeiro|Escola de Enfermagem Anna Nery||Rio de Janeiro|BR||
LIL|rhs|lil-639362|Almeida Filho, Antonio José de||Universidade Federal do Rio de Janeiro| Escola de Enfermagem Anna Nery||Rio de Janeiro|BR||
LIL|rhs|lil-639367|Abrahão, Ana Lucia||Universidade Federal Fluminense|Escola de Enfermagem Aurora de Afonso Costa|Departamento de Enfermagem Médico-Cirúrgica|Niterói|BR||
LIL|rhs|lil-639367|Daher, Donizete Vago||Universidade Federal Fluminense|Escola de Enfermagem Aurora de Afonso Costa|Departamento de Enfermagem Médico-Cirúrgica|Niterói|BR||
LIL|rhs|lil-639367|Santos, Nathalia Telles Paschoal||Universidade Federal Fluminense|Escola de Enfermagem Aurora de Afonso Costa||Niterói|BR||
LIL|rhs|lil-639401|Parra Figueroa, Sonia Beatriz||Fundación Universitaria del Área Andina|||Pereira|CO||
LIL|rhs|lil-639401|Lasso Aguayo, Gloria Inés||Fundación Universitaria del Área Andina|||Pereira|CO||
LIL|rhs|lil-639490|Torres, Albina Rodrigues||Universidade Estadual Paulista Júlio de Mesquita Filho|||Botucatu|BR||
LIL|rhs|lil-639490|Ruiz, Tânia||Universidade Estadual Paulista Júlio de Mesquita Filho|||Botucatu|BR||
LIL|rhs|lil-639490|Müller, Sérgio Swain||Universidade Estadual Paulista Júlio de Mesquita Filho|||Botucatu|BR||
LIL|rhs|lil-639490|Lima, Maria Cristina Pereira||Universidade Estadual Paulista Júlio de Mesquita Filho|||Botucatu|BR||
LIL|rhs|lil-639496|Soares, Leonardo Ribeiro||Universidade Federal de Goiás|||Goiânia|BR||
LIL|rhs|lil-639496|Lopes, Thalles Melo de Oliveira||Universidade Federal de Goiás|||Goiânia|BR||
LIL|rhs|lil-639496|Silva, Marco Aurélio Oliveira||Universidade Federal de Goiás|||Goiânia|BR||
LIL|rhs|lil-639496|Ribeiro, Marcos Vinícius Alves||Universidade Federal de Goiás|||Goiânia|BR||
LIL|rhs|lil-639496|Almeida Júnior, Mozart Pereira de||Universidade Federal de Goiás|||Goiânia|BR||
LIL|rhs|lil-639496|Silva, Rafael Antônio||Universidade Federal de Goiás|||Goiânia|BR||
LIL|rhs|lil-639496|Alves, Ronaldo Figueiredo||Universidade Federal de Goiás|||Goiânia|BR||
LIL|rhs|lil-639496|Bueno, Thiago Guilherme Gonçalves||Universidade Federal de Goiás|||Goiânia|BR||
LIL|rhs|lil-639496|Salgado, Thyago Antonelli||Universidade Federal de Goiás|||Goiânia|BR||
LIL|rhs|lil-639496|Chen Chen, Lee||Universidade Federal de Goiás|||Goiânia|BR||
LIL|rhs|lil-639501|Souza, Rafael Teixeira de||Universidade Federal de Ciências da Saúde de Porto Alegre|||Porto Alegre|BR||
LIL|rhs|lil-639501|Bica, Claudia Giuliano||Universidade Federal de Ciências da Saúde de Porto Alegre|||Porto Alegre|BR||
LIL|rhs|lil-639501|Mondadori, Carmen Susana||s.af||||||
LIL|rhs|lil-639501|Ranzi, Alana Durayski||s.af||||||
LIL|rhs|lil-639514|Gesteira, Elaine Rodrigues||Universidade Federal de São João Del Rei|||Divinópolis|BR||
LIL|rhs|lil-639514|Goldenberg, Paulete||Universidade Federal de São Paulo|Departamento de Medicina Preventiva||São Paulo|BR||
LIL|rhs|lil-639528|Oliveira, Sherida Karanini Paz de||Universidade Federal do Ceará|Faculdade de Farmácia, Odontologia e Enfermagem|Departamento de Enfermagem|Fortaleza|BR||
LIL|rhs|lil-639528|Queiroz, Ana Paula Oliveira||s.af||||||
